net-name	net-id	site-name	site-id	pi	one-clicks	uc	qc
Hi-Media	2000907398	spieletipps.de	1863057280	5543827	1197651	1720797	584910
ARBOmedia_PL	651342010	Trunki.pl	1874197300	895	345	463	207
ARBOmedia_PL	651342010	noweinwestycje.pl	1885816244	13122	1990	3346	1457
OMS	1615459509	eishockeynews.de	1886374255	858134	158773	221745	41971
ARBOmedia_RO	940807539	itbox.ro	1894216461	506558	49457	111301	48906
LPM_LaProvence	1579570310	LPM_LaProvence_laprovenceimmobilier	1911775360	15240	3517	4962	1784
Smartclip	35854137	rockyou/smartclip	1957676563	25280	2729	6871	4051
Krone.at	1129772991	sendung/tvprogramm	1968552217	121466	12571	22287	7660
stroeer_digital_media	571289945	allewetter.de	1999330131	17608	4546	7123	2485
adselect	567149294	immopionier.de	2002312008	125186	11405	21018	8558
SevenOne Media	1272195681	myvideo.de	2098026395	18040444	2082737	3330799	1127417
OMS	1615459509	suedkurier.de	15180379	2092794	398506	538597	144075
stroeer_digital_media	571289945	fti.de	31689183	29	0	1	1
ENED_JIP Group	7375908	zappit.gr	63467530	972054	198501	303022	136084
glammedia	235681100	faqyeah.com	83174482	112595	49535	62930	26458
stroeer_digital_media	571289945	yopi.de	112025375	174292	80029	105947	50488
Smartclip	35854137	radio.de/smartclip	131525983	724852	143593	263362	144077
OMS	1615459509	mopo.de	151257723	3656673	855096	1136011	203566
ARBOmedia_PL	651342010	eSciagi.info	153841120	10294	4250	6043	4321
iqdigital	223088769	iqd-tec.de	157561383	1660563	566918	784315	325687
HTTPool_BA	1063940109	SEEbiz.net	173679091	12155	4936	6558	3106
RMSI	498868272	radiolippe.de	188582774	25301	4609	7728	2728
ARBOmedia_PL	651342010	sciagawa.com.pl	199999136	10714	5072	6860	4835
glammedia	235681100	die-abnehm-seite.de	209938930	56995	24124	30922	15282
glammedia	235681100	magazin.ratgeber-eigentumswohnung.de	367209810	123	64	88	23
LPM_TMC	1781256297	LPM_TMC_tmc	387022767	711626	131342	222819	83512
yahoo	796370964	autoblog.com	387585434	438099	111166	144654	50451
smartclip_italy	1471916694	chatta.it	424003196	2611204	47461	130799	29287
Clipkit	1934213317	viewster.de/clipkit	488404299	450975	28789	59738	29506
beead	104260390	sampleo.com	543375756	1829	981	1301	582
iqdigital	223088769	faz_iqdigital.net	570952455	12657541	4017559	5049160	1016510
stroeer_digital_media	571289945	preistrend.de	599925695	4306	2725	3214	1596
OMS	1615459509	blog-g.de	655669947	19719	5220	6753	1219
HTTPool_BG	1782510139	infostock.bg	664546657	284587	17562	23185	5773
ENED_24Media	752387581	contra.gr/ENED	675260899	5942272	246636	492107	197702
RMSI	498868272	radiopsr.de	704907574	56612	9418	17790	8259
SevenOne Media mobile	126188777	wer-weiss-was.de	739148143	286771	206072	238925	136141
OMS mobile	2119689184	buerstaedter-zeitung.de	749066310	3540	1704	2102	670
ENED_DOL	212246380	helioskiosk.gr	789123698	16491	8826	10682	6432
OMS	1615459509	wa.de	790269819	185166	29190	48687	12507
Goldbach Media	177654511	immolist.ch	813011989	16144	6577	9091	3364
Hi-Media	2000907398	flirtlife.de	834265996	925455	99075	109980	5806
OMS	1615459509	bayreuth.de	850417147	2532	353	665	253
OMS	1615459509	echo-online.de	851397851	884118	200743	274794	70794
LPM_GMC	1997387604	LPM_GMC_famili	858925082	824639	221784	349686	151753
stroeer_digital_media	571289945	partner.de	888536639	629131	73952	90249	10104
SevenOne Media mobile	126188777	lokalisten.de	944294991	255232	1260	6741	4699
BEI_container_Post	1253937408	roseversand-technik.de	966449926	341296	76360	105103	26077
BEI_container_fr	671344375	GroupM-Amex-clients	972641469	55796	34038	41469	18837
LPM_Amaury	1218387167	LPM_Amaury_lequipe	977061605	60342996	9535603	12192965	1758814
OMS	1615459509	lauterbacher-anzeiger.de	978209211	12270	3466	4875	1352
ARBOmedia_PL	651342010	zalicz.net	989250080	12287	7454	9352	8126
Smartclip	35854137	babyportal/smartclip	1084546559	2799	1090	1623	923
Krone.at	1129772991	sendung/horoskop	1129704389	334183	36684	74761	29797
ARBOmedia_PL	651342010	gazetki.taktanio.pl	1136339392	18360	2995	5112	3536
ENED_Capital_mobile	366264316	m.capital.gr	1158766626	19	13	16	15
ARBOmedia_RO	940807539	pescuitul.ro	1194507001	11891	1921	3812	2410
OMS	1615459509	nordbayern.de	1222375963	2976198	625323	796932	161015
OMS	1615459509	owz-online.de	1236864507	5012	1921	2559	1214
freeXmedia	1516487384	basketball-bund.net	1263851166	16	1	2	2
glammedia	235681100	simpsonsparadies.de	1284926706	41486	864	1640	546
ARBOmedia_PL	651342010	okazyjny.pl	1290090272	8661	1953	3472	2070
glammedia	235681100	the3rdvoice.net	1316248434	12810	4019	5471	1705
LPM_AuFeminin	1076826962	LPM_AuFeminin_voyagebonsplans	1333082840	27	9	14	8
SevenOne Media mobile	126188777	sat1.de	1340051439	1065568	142762	297720	166530
ARBOmedia_PL	651342010	grylogiczne24.pl	1359921664	2503	300	930	354
glammedia	235681100	einzimmervollerbilder.com	1364507250	2482	954	1310	555
SevenOne Media	1272195681	search.icq.com	1366552039	95	28	50	24
OMS	1615459509	evlticker.de	1412507995	37385	3428	4162	589
HTTPool_SI	1826838282	tocnoto.si	1422683920	96800	9580	16975	5850
ASMI	1569905102	transfermarkt.de	1438543860	9868114	1621846	2210958	500385
RMSI	498868272	radiorsg.de	1472908566	18078	4040	6917	2497
ARBOmedia_PL	651342010	gry-online.pl	1480283040	2764947	409353	760858	492864
Styria	1995838100	immokralle.at	1532755098	47321	10950	16925	7452
UMM	1576777680	zitty.de	1533520310	35307	8514	11841	2395
Smartclip	35854137	DE_windit/smartclip	1537201887	91500	9765	16365	5506
N24.se	1403231093	hamsterpaj.net	1555135163	149107	67935	76863	14788
OMS mobile	2119689184	ov-online.de	1575815270	21875	3765	7020	4883
Goldbach Audience	2137767787	southpark.de/ch	1583681489	7075	2816	3744	1375
Goldbach Audience	2137767787	sprechzimmer.ch	1598614289	129907	52945	70511	31041
ASMI	1569905102	bild.de	1609338484	86984461	14966287	21689099	4754483
Goldbach Audience	2137767787	swissmilk.ch/de	1654418385	373813	124733	159630	40204
glammedia	235681100	living2u.de	1697581618	429	245	298	220
smartclip_italy	1471916694	gameranger.it	1716626684	17588	3171	6334	177
HTTPool_RO	651835008	vinul.ro	1736758982	12279	3590	5073	1962
ARBOmedia_PL	651342010	luxurygods.pl	1744515776	3434	1999	2600	1277
glammedia	235681100	fokus-fussball.de	1770931890	3079	1112	1536	615
glammedia	235681100	worldfootball.net	1784609234	2356	1037	1269	391
LPM_GMC	1997387604	LPM_GMC_etreenceinte	1788803034	607188	191585	253835	98239
glammedia	235681100	lifestyle-bunny.de	1845946898	656	416	480	201
Informedia_Hu	2088469162	budapestjobs.hu	1899808112	30476	8924	13338	5498
ARBOmedia_PL	651342010	chamskie.pl	1923892256	71279	6932	13922	9755
LPM_Lagardere	2039924353	LPM_Lagardere_tele7jeux	1939165895	221850	18970	38149	12109
24media	832047503	olapaok.gr	1939877237	1448505	122182	191520	56429
Viasat.dk	1968309073	tv3.dk	1957287927	376417	215348	249552	49474
DK-BEI_CONTAINER	896712678	BEI-finair.fi	1987412748	1919541	441293	654880	115758
IP-Deutschland	2059506885	vivagold.de	2007795019	114242	23893	41319	20439
LPM_NiceMatin	73977969	LPM_NiceMatin_autonicematin	2008452023	15292	4088	5471	1720
webads.it	1609693476	meetic.it	2024156266	20911023	1651622	1815534	67698
SevenOne Media mobile	126188777	kabeleins.de	2045556047	135704	22876	44155	22820
DK-BEI_CONTAINER	896712678	BEI-Norwegian.dk	2066593964	608754	191218	259003	64735
freeXmedia	1516487384	dailydose.de	2067033214	179994	39908	47799	4430
OMS mobile	2119689184	wormser-zeitung.de	70692767	23793	4036	6933	4290
Hi-Media	2000907398	filmstarts.de	70988293	3451501	878647	1196697	444635
Hi-Media	2000907398	jappy.de	101041189	2817861	211972	438249	137758
ENED_NOA	436419238	meteo.gr	103579909	4064061	250822	851034	514423
Goldbach Audience	2137767787	planetesante.ch/fr	119520138	71461	43589	51937	23131
OMS	1615459509	volksstimme.de	144811348	617868	127560	185932	68370
Goldbach Audience	2137767787	exlibris.ch/fr	207697770	10336	3707	4905	1649
OMS mobile	2119689184	aachener-zeitung.de	250938751	106068	27059	40084	24726
DK-BEI_CONTAINER	896712678	BEI-Apollo.no	258423141	24	24	24	19
ARBOmedia_PL	651342010	Wgry.pl	292219417	11887	1872	3508	2085
Goldbach Media	177654511	nick.ch	391098062	13314	2078	3803	1110
OMS	1615459509	allgemeine-zeitung.de	412589652	542867	117112	166626	48944
OMS	1615459509	wlz-fz.de	416769780	60252	19872	27733	11202
glammedia	235681100	weddix.de	419333643	222311	64405	85551	25640
BauerMediaKG	626259911	tvmovie.de	438624870	3849250	990699	1358642	346860
glammedia	235681100	zuhloo.de	460076939	955	571	670	232
smartclip_italy	1471916694	spilgames.it.pf	461844533	5757882	362209	921074	415062
Hi-Media	2000907398	horoskop-online.com	488368005	9118	2443	3798	1449
OMS	1615459509	hersfelder-zeitung.de	496477300	57547	8106	14471	4019
stroeer_digital_media	571289945	fussballdaten.de	520847736	752222	145789	209113	73516
Informedia_Hu	2088469162	borsodjobs.hu	526608201	17058	1975	3616	1422
Hi-Media	2000907398	intro.de	532064229	70571	27910	36524	15848
Goldbach Audience	2137767787	waskochen.ch	556588970	7612	5019	5698	1844
glammedia	235681100	gedicht-und-spruch.de	572977419	105682	42243	60996	32167
stroeer_digital_media	571289945	tv-kult.de	603793944	1	1	1	1
Styria	1995838100	wecarelife.at	660079443	26698	5035	7484	3176
IP-Deutschland	2059506885	rtl2now.rtl2.de	677304004	6795805	642466	1039746	294979
freeXmedia	1516487384	aerokurier.de	716787351	516	194	242	79
glammedia	235681100	glueckwunsch-hochzeit-sprueche.de	718300683	2073	559	881	432
Smartclip	35854137	denhlpf/smartclip	799202168	52003	13085	20443	9252
OMS mobile	2119689184	wiesbadener-tagblatt.de	849977887	10823	3711	5119	2789
RMSI	498868272	radiowuppertal.de	854223183	114399	14362	21943	5268
ARBOmedia_RO	940807539	filebox.ro	867983570	1530	738	907	294
OMS	1615459509	mv-online.de	992510196	176805	45146	62721	20065
IDMnet_PL	1062038902	ppr.pl	1122865269	2	0	1	1
stroeer_digital_media	571289945	deesworld.de	1127045560	22	13	17	6
ARBOmedia_PL	651342010	finanse-publiczne.pl	1169824601	15	2	4	4
Smartclip	35854137	DE_Adstract/smartclip	1181335544	3934494	502122	1224102	747014
LPM_TF1	731239640	LPM_TF1_wat	1181873879	3864598	1361628	1870178	589837
Horyzon	2115894781	prixdunet.com	1218201116	16742	4420	6267	3300
BeeAd_Italy	2139309186	BeeAd_Italy_MeasurementOnly_Everywhere	1263525185	33588717	9960722	13951238	4040126
stroeer_digital_media	571289945	auto24.de	1343815704	168194	43646	58568	13694
stroeer_digital_media	571289945	airport-nuernberg.de/si	1381114712	109734	25920	38061	10326
SevenOne Media mobile	126188777	bigpoint.com	1392629928	4689	715	1416	952
ARBOmedia_PL	651342010	niepowazna.pl	1404261177	77283	9993	17072	11004
JP.dk	160495700	epn.dk	1410741203	1638545	493097	662066	212662
glammedia	235681100	usa-kulinarisch.de	1413644139	111143	46918	56683	17886
ARBOmedia_PL	651342010	Gofin.pl	1438747161	2681529	238927	526615	333034
beead	104260390	madstef	1498992677	38424	9113	14025	6251
glammedia	235681100	abenteuer-hochzeit.de	1499534571	285	61	95	35
beead	104260390	espoirsdufootball	1499919365	1	1	1	1
ARBOmedia_RO	940807539	ziare-reviste.ro	1549095378	6894	1288	2160	1006
RMSI	498868272	charivari.com	1575675087	13419	3248	5007	2126
stroeer_digital_media	571289945	wunschliste.de	1606634168	1600	719	846	235
ARBOmedia_PL	651342010	ulub.pl	1680943033	18393572	405351	1259077	766643
Hi-Media	2000907398	de.gameonly.com	1714156293	32	9	13	11
Unister	2020431744	myimmo.de	1807194175	143271	41122	60449	30417
HTTPool_AUT	1403101264	gastrojobs.com	1816254543	440	280	336	148
AbcStartsiden_NO	1974373083	abcnyheter.no	1830539162	9797570	1835857	2431594	457944
freeXmedia	1516487384	globetrottertv.de	1838998743	174077	6012	14202	3249
DK-BEI_CONTAINER	896712678	BEI-dispuk.dk	1863755749	4331	1690	2065	433
Hi-Media/Video	1365112729	sonymusic.network/himediavideo	1875582136	851	346	524	339
OMS	1615459509	muensterschezeitung.de	1907408916	185232	54468	76267	24495
ARBOmedia_PL	651342010	xkey.pl	1918575673	1825	271	808	117
ARBOmedia_PL	651342010	clik24.pl	1930373401	251	189	208	44
stroeer_digital_media	571289945	5vorflug.de	1931112568	42827	25067	30048	16635
Unister	2020431744	ab-in-den-urlaub.de	1934833759	8379938	1457647	2106614	614054
Jubii.dk	224986932	proinvestor.dk	1948271923	46793	15290	18452	3947
stroeer_digital_media	571289945	hamburg-airport.de	1969167768	340412	98902	138543	37285
Smartclip	35854137	App_spielen.de/smartclip	1973299608	44621	14245	21213	11176
OMS mobile	2119689184	nw-news.de	2009372191	277209	26736	57823	35634
RMSI	498868272	radiomuelheim.de	2115291119	8982	2736	3736	972
N24.se	1403231093	svartgul.se	2139079924	113840	41559	46800	4018
glammedia	235681100	wissen57.de	19200388	1227	778	882	447
OMS	1615459509	vkz.de	25558669	13771	5534	7374	3141
BauerMediaKG	626259911	wunderweib.de	55040735	889688	294282	383154	140567
LPM_GMC	1997387604	LPM_GMC_marieclairemaison	55627724	847628	247471	358930	115481
ARBOmedia_PL	651342010	serialeonline.pl	76376402	910335	74307	192771	117937
kleinanzeigen.ebay.de	215602557	kleinanzeigen.ebay.de	83315829	150826499	15086173	19796228	3237830
ENED_NOA_mobile	323491789	meteo.gr	103579909	885857	40481	169903	124708
LPM_GMC	1997387604	LPM_GMC_staragora	109855116	1588270	492717	653486	242351
beead	104260390	1001concours.fr	112983614	101	2	16	13
OMS	1615459509	szbz.de	135603181	98675	24914	32013	6446
ARBOmedia_RO	940807539	realitatearomaneasca.ro	179332491	857	520	630	285
LPM_FranceTV	1003426551	LPM_FranceTV_regionfrance3	182958255	4071798	1190133	1688578	771815
ARBOmedia_PL	651342010	statusiki.pl	192413234	34422	7543	13144	9570
HTTPool_AUT	1403101264	willhaben.at	205279880	67499687	8640230	9735810	754555
OMS	1615459509	shz.de	216333261	1186451	305084	425718	130179
BauerMediaKG	626259911	tv14.de	242878463	144546	28471	43959	12613
ARBOmedia_PL	651342010	oglosze.pl	313238418	1657	317	804	118
OMS	1615459509	ngz-online.de	324668365	38	38	38	0
ARBOmedia_RO	940807539	euractiv.ro	369588267	7850	3684	4922	2560
freeXmedia	1516487384	motorradonline.de	381529776	114890	30649	42370	17321
adselect	567149294	mittelstand-nachrichten.de	386730854	303619	24791	38254	2223
stroeer_digital_media	571289945	elterngeld.net	573459377	235744	61269	85914	29333
Goldbach Audience	2137767787	meteonews.tv	583842403	2218	939	1183	473
ENED_Naftemporiki_mobile	298351061	pestaola.gr	590440205	16414	4537	7351	3805
ENED_DOL	212246380	gamos.gr	617323332	37972	17091	21766	14134
glammedia	235681100	spruechezumnachdenken.de	639874756	71954	22896	33029	15004
Goldbach Audience	2137767787	mybasel.ch	711449635	27387	8143	11980	2788
Smartclip	35854137	keygames - zigiz.com/smartclip	754808625	119609	8329	13949	4473
RMSI	498868272	nrj.de	756670888	31199	8954	14692	7107
Smartclip	35854137	t-online.de/pregame	790057585	1676	555	879	634
freeXmedia	1516487384	menshealth.de	796513008	1058265	327671	449784	143778
OMS	1615459509	OMS_Video	837166925	20417	16563	18199	9394
Krone.at	1129772991	sendung/gesund	898372759	36031	16381	22308	13993
glammedia	235681100	likeariot.com	904613220	4630	1727	2297	782
Clipkit	1934213317	gossipbunch.de/clipkit	913819773	813998	225690	330253	158443
freeXmedia	1516487384	4players.de	914065392	1495885	315414	455457	140047
Clipkit	1934213317	prominews247.de/clipkit	935535613	751947	221922	319707	157742
RMSI	498868272	blickpunkt-afrika.com	979819752	172943	18567	30419	1104
ARBOmedia_PL	651342010	Serwismiejski.pl	986377426	197	167	181	54
BEI_container_Post	1253937408	maingau-energie-warenkorb.de	994575704	1617	237	493	207
glammedia	235681100	snobcess.com	1018739588	4	4	4	2
glammedia	235681100	spieletrailer.com	1023004004	260	92	130	72
Media Group One	973144413	starsundvips.de	1042433621	416247	97751	125328	39344
RMSI	498868272	suedamerikajournal.com/oms	1059236936	138504	16020	26905	1035
SevenOne Media MAGIC (3rd party Video)	842055044	morgenpost.de_SevenoneVIDEO	1062661692	8688	2325	3984	1909
ARBOmedia_PL	651342010	Maxior.pl	1078957714	174404	21600	38058	21141
SevenOne Media MAGIC (3rd party Video)	842055044	fashiondaily.tv	1080622172	466274	77814	137560	90140
OMS mobile	2119689184	aachener-nachrichten.de	1087128184	74961	11593	19768	12422
stroeer_digital_media	571289945	munich-airport.de	1099764913	804991	171333	235671	44158
Smartclip	35854137	fernsehkritik.tv/smartclip	1125230097	73922	9431	16081	6185
ARBOmedia_PL	651342010	radiozet.pl	1128612626	1	1	1	0
ARBOmedia_PL	651342010	pomyslodawcy.pl	1138188530	83072	5662	19986	15863
glammedia	235681100	daselternforum.de	1178556484	2906	2021	2263	1199
ARBOmedia_RO	940807539	romedic.ro	1255369771	974835	281674	435248	212008
Goldbach Media	177654511	moneyhouse.ch/it	1269562439	65636	26927	35870	12989
ARBOmedia_PL	651342010	4risk.net	1285473234	2646	682	1265	385
ARBOmedia_PL	651342010	Ulubieni.pl	1288591666	1403	266	735	82
ARBOmedia_PL	651342010	Wpworld.pl	1303676402	61246	12776	21035	13232
ARBOmedia_RO	940807539	brasov.ro	1364343275	7071	2122	3109	1295
RMSI	498868272	radioerft.de	1438364616	55439	9719	15516	5026
stroeer_digital_media	571289945	heise.de	1445086545	1102778	256013	295762	28652
Clipkit	1934213317	twitch.tv/clipkit	1465160925	84128	5160	9020	4267
stroeer_digital_media	571289945	medfuehrer.de	1475376465	125845	40281	54892	23075
Clipkit	1934213317	youweb24.tv/clipkit	1488710109	232	48	63	19
Nettavisen_NO	1119348670	na24.no	1502932182	953967	920664	933638	882
LPM_FranceTV	1003426551	LPM_FranceTV_france2	1520545807	5217364	1135707	1648109	583761
stroeer_digital_media	571289945	tnt-serie.de	1533756049	2557	649	1094	453
ARBOmedia_PL	651342010	muffinka.pl	1577865682	2564	841	1071	394
ARBOmedia_PL	651342010	Praca4u.pl	1581400146	7994	3435	4581	3373
glammedia	235681100	das-computer-board.de	1624522948	2320	1573	1842	798
HTTPool_RO	651835008	stiri.rol.ro	1666804952	115183	43773	60901	29940
ARBOmedia_PL	651342010	Politykaglobalna.pl	1671518674	2896	1225	1593	896
HTTPool_RO	651835008	gustos.ro	1674041496	15537	7273	9894	5864
DK-BEI_CONTAINER	896712678	BEI-Telenor.dk	1728195326	9272	4508	5988	3208
webads.it	1609693476	muzu	1738527324	36618	6380	10987	2776
stroeer_digital_media	571289945	go4sun.de	1782119153	1245	593	746	229
HTTPool_BG	1782510139	jobtiger.bg	1791068179	222881	16620	36779	22386
glammedia	235681100	deluxe-label.de	1813332868	1032	647	765	294
DK-BEI_CONTAINER	896712678	BEI-dtu.dk	1873789886	1763	896	1099	363
OMS	1615459509	giessener-anzeiger.de	1891402509	85705	20679	30358	11299
OMS	1615459509	berlin.de	1898291981	2783412	630137	881130	280538
OMS	1615459509	immo38.de	1917444621	57266	7777	11403	2691
LPM_FigaroClassifieds	1263004301	LPM_FigaroClassifieds_kelformation	1953452901	313389	95150	140048	63959
beead	104260390	agoravox.tv	1973937182	235941	75458	98887	43302
stroeer_digital_media	571289945	promiflash.de	1980395217	9558513	3052346	4036763	1071359
OMS mobile	2119689184	wiesbadener-kurier.de	1997311512	67935	13848	22837	13532
glammedia	235681100	modekultur.info	2006068228	277	179	212	97
OMS	1615459509	waltroper-zeitung.de	43250185	27514	5661	8418	2118
medienhaus.com	435938190	bludenz.com	78206402	10386	3086	5044	2390
Smartclip	35854137	msn.de/smartclip	91582125	966573	77383	127203	53276
OMS mobile	2119689184	volksstimme.de	144811348	34071	1342	4367	2840
RMSI	498868272	radionora.de	164201572	448	125	202	100
Unister	2020431744	flug24.de	169522004	456243	95591	179296	81194
OMS	1615459509	braunschweiger-zeitung.de	216869737	721535	153024	207887	51095
medienhaus.com	435938190	tvheute.at	278470114	620611	144146	179235	25889
glammedia	235681100	comicradioshow.com	320473312	1882	871	1050	405
ENED_Capital_mobile	366264316	forex.capital.gr	330135984	1271	202	388	340
glammedia	235681100	planet40k.de	382508832	36321	4595	5695	650
beead	104260390	urgenceanimaux	396679034	48149	3016	5029	1500
OMS mobile	2119689184	allgemeine-zeitung.de	412589652	121021	23196	38389	23413
Goldbach Audience	2137767787	netlog.com/it	422729535	38107	2671	3345	410
ARBOmedia_PL	651342010	PulsBiznesu.pl	566056142	608455	69315	122553	58940
glammedia	235681100	sexdrugsblognroll.com	626455520	799	402	468	130
24media	832047503	iphonehellas.gr	685705731	381696	134030	153962	24755
TripleDoubleU	1704466471	machdudas.de	698460347	85454	17462	21446	4955
ARBOmedia_CZ	1534363118	poslouchej.net	725761698	64651	14216	22557	7627
OMS	1615459509	bodenseeferien.de	728206089	48117	9221	14648	5477
ARBOmedia_PL	651342010	epodatnik.pl	746676942	80588	12618	24106	16778
beead	104260390	gossy	784956314	735601	104450	136322	37905
iqdigital	223088769	finanztreff.de	806352597	5286468	594735	752096	69280
HTTPool_RO	651835008	goodfood.ro	823858100	416391	80221	130073	57733
Clipkit	1934213317	bunte.de/clipkit	871564825	1	1	1	1
MSN	2072193066	msn mobile	871944030	548204	146483	172900	36284
glammedia	235681100	modephonie.de	925466112	511	222	273	82
Berlingske.dk	706025601	rejseliv.dk	1019998421	15945	10215	11726	4151
24media	832047503	news247.gr	1021298915	4221837	481399	763906	296365
tape media	444385358	tape_3rd_party	1038277698	214906	72273	108818	62425
MSN	2072193066	lifestyle.de.msn.com	1044170174	7572560	403912	681189	239355
Horyzon	2115894781	le10sport.com	1047812721	1108662	282589	405417	134700
stroeer_digital_media	571289945	openpr.de	1081176269	64918	31987	39411	18506
glammedia	235681100	windows-8-forum.net	1103317440	54814	25759	34248	15092
Goldbach Audience	2137767787	cdt.ch	1148016927	359254	67789	102560	18542
ARBOmedia_PL	651342010	Ujarani.com	1177989582	722156	47695	91452	38377
ARBOmedia_PL	651342010	tekstowo.pl	1202411982	6314927	894714	1691331	1087008
glammedia	235681100	sonoemozioni.blogspot.de	1202467488	152	14	17	7
Goldbach Audience	2137767787	meteonews.ch/de	1214935039	160978	43314	59858	15199
RMSI	498868272	regenbogen.de	1236055588	65588	13641	25088	11617
Goldbach Audience	2137767787	thats-me.ch/de	1257192255	335049	110349	113888	2441
BEI_container_Post	1253937408	deutschepost.de	1277582036	904404	304819	465301	212033
ARBOmedia_PL	651342010	electronicmusic.pl	1303422222	153	106	120	57
OMS	1615459509	echonews.de	1312290217	14696	4316	6447	2860
glammedia	235681100	ge.sty.lt	1327313888	123	79	88	35
glammedia	235681100	amypink.com	1346979808	258498	85976	119781	29298
SevenOne Media mobile	126188777	gesundheit.de	1354166525	98034	44524	59327	35037
OMS	1615459509	nordsee-zeitung.de	1377568777	9097	1402	2381	948
ARBOmedia_PL	651342010	eprzerwa.pl	1388691854	8560	2292	3636	2097
OMS	1615459509	fnp.de	1398284105	398528	122672	163532	61570
ASMI	1569905102	besten.welt.de 	1403887362	84566	46150	54389	17228
IGN	1381851871	ign.com	1432639795	3850408	1072575	1381674	226062
Krone.at	1129772991	sendung/nachrichten	1466376915	346655	61947	108180	57517
smartclip_italy	1471916694	wildtangent.it	1518345034	63770	6627	15642	5373
RMSI	498868272	antennethueringen.de	1541182596	124654	16535	30770	12351
ARBOmedia_PL	651342010	bajer.pl	1550885262	61758	4403	8389	2603
Styria	1995838100	diepresse.com	1601996584	2283806	524918	651985	155893
glammedia	235681100	titatoni.blogspot.de	1610166880	20584	9781	11984	3541
glammedia	235681100	elabia.de	1624853376	1544	894	1071	453
freeXmedia	1516487384	webauto.de	1635119244	138578	22644	38459	18533
iqdigital	223088769	sz-magazin.sueddeutsche.de	1691501717	565612	224296	282159	88456
OMS	1615459509	recklinghaeuser-zeitung.de	1692990601	48769	10747	16368	4498
OMS	1615459509	muenchen.de	1696039817	207967	76503	107915	45116
glammedia	235681100	fantasticzero.de	1731178080	6145	423	1066	218
ARBOmedia_RO	940807539	forum.softpedia.com	1783761895	58730	10829	16555	8242
Goldbach Audience	2137767787	tvo-online.ch	1808983263	19906	7101	9280	2629
Goldbach Audience	2137767787	hockeyfans.ch	1812041311	537095	143877	173323	17444
INTERIA.PL	919528631	interia.pl	1838618571	236803795	11370615	18217899	5478003
glammedia	235681100	burlesque-fashion.com	1839430336	158	112	127	36
BEI_container_Post	1253937408	pneuhage.de	1846569620	13179	2560	4725	2112
OMS	1615459509	weser-kurier.de	1875469993	812015	194325	258310	78890
OMS	1615459509	infranken.de	1899888329	884721	120332	192700	66524
ARBOmedia_PL	651342010	spa24.pl	1903688878	19213	5722	8653	5441
webads.it	1609693476	grooveshark	1903775256	183	11	36	20
OMS mobile	2119689184	muensterschezeitung.de	1907408916	37518	7921	12999	8098
Smartclip	35854137	gameranger/smartclip	1912098669	25916	4076	8663	287
SevenOne Media MAGIC (3rd party Video)	842055044	gamestar.de	1984158328	161	5	45	35
glammedia	235681100	beziehungsecke.de	2034319840	423	160	197	92
Hi-Media	2000907398	mikes-pchilfe.de	2066967962	11640	3005	4431	1607
stroeer_digital_media	571289945	fernsehserien.de	2070507757	2920618	830376	1166583	422210
Goldbach Audience	2137767787	santeweb.ch	2075390943	45801	24389	30368	14128
ENED_JIP Group	7375908	newsit.gr	2077633400	11123953	1073833	1534283	409512
RMSI	498868272	radioemscherlippe.de	2084271172	31727	6726	10383	3670
glammedia	235681100	pferdeinfos.com	2117126368	262	114	146	85
ASMI	1569905102	musikexpress.de	9068792	95227	47099	57406	22212
glammedia	235681100	videospielkultur.de	29993142	223	119	144	74
Smartclip	35854137	DE_Dzango.tv/smartclip	45527971	1340804	18660	29658	3238
Goldbach Audience	2137767787	freeonline.ch	46707925	8500	3958	4610	580
OMS	1615459509	wormser-zeitung.de	70692767	109105	20980	30914	8839
glammedia	235681100	beauty-tipps.net	148254422	2967	1340	1727	852
OMS	1615459509	aachener-zeitung.de	250938751	401894	116133	153208	46707
RMSI	498868272	radioleverkusen.de	264714714	42247	8888	13282	4520
Clipkit	1934213317	girlsandgames.de/clipkit	311791407	561	291	366	276
smartclip_italy	1471916694	pianetadonna.pf.it	322731072	78434	52267	64554	36576
beead	104260390	parolesmania	351965264	1496121	642618	830511	330003
ARBOmedia_RO	940807539	pensiuni-vile.ro	417161501	5311	1284	2090	1045
stroeer_digital_media	571289945	caraworld.de	548380035	652832	145367	170295	20442
OMS	1615459509	gifhorner-rundschau.de	560247199	23466	6645	9058	3257
glammedia	235681100	be-mag.com	626421846	4784	1650	1927	379
HTTPool_BG	1782510139	tia.bg	651125125	16569	3012	4796	2887
smartclip_italy	1471916694	iconcert.it	677605024	110	36	55	25
glammedia	235681100	pregolifestyle.de	684466614	276	165	197	80
LPM_LeFigaro	627225677	LPM_LeFigaro_figaro_nautisme	701946519	293434	159898	198024	93899
ARBOmedia_PL	651342010	Lexvin.pl	758665380	14891	9173	11011	8572
glammedia	235681100	www.kalterkaffee.at	818488758	8225	3196	4205	1649
OMS	1615459509	ntz.de	822137279	69537	13992	20948	6950
OMS	1615459509	wiesbadener-tagblatt.de	849977887	67127	18406	25112	8979
BEI_container_Post	1253937408	dhlgiac.com	872821002	1	1	1	0
stroeer_digital_media	571289945	airliners.de	882763843	391527	96757	127430	29661
SevenOne Media MAGIC (3rd party Video)	842055044	reise-videovalis.tv	927392430	4	4	4	2
